legal_company_name,user_input,label
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO AG. ITUPIRANGA, PA",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
BANCO BRADESCO S.A. - BRADESCO AG BRUMADO EST UNIF,BRADESCO AG BRUM,0
BANCO BRADESCO S.A. - BRADESCO AG BURITIS,BRADESCO AG BRUM,1
HAPVIDA ASSISTENCIA MEDICA S.A. - DIAGNOSTICO CIDADE ALTA,HAPBIDA ASISTENSIA MEDICA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPBIDA ASISTENSIA MEDICA,1
BANCO BRADESCO S.A. - BRADESCO AG. FRAIBURGO EST UNIF,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA DIB TAJRA,HAP CLINICA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA CENTRO,HAP CLINICA,1
"BANCO BRADESCO S.A. - BRADESCO PA ALTO DO RODRIGUES, RN",BRADECO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ESPIRITO SANTO, RN",BRADECO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - ADM BARRO PRETO,HAPVIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPVIDA,1
"BANCO BRADESCO S.A. - BRADESCO PAA GRANJEIRO, CE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA - JUREMA URB. CAUCAIA, CE",BRADESCO CAUCAIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CAUCAIA,1
BANCO BRADESCO S.A. - BRADESCO AG. VESPASIANO EST UNIF,BRADESCO UNIF,0
BANCO BRADESCO S.A. - BRADESCO EST UNIF,BRADESCO UNIF,1
"BANCO BRADESCO S.A. - BRADESCO AG. PORTEL, PA",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
PARTIDO RENOVADOR TRABALHISTA BRASILEIRO - PARAGUACU PAULISTA - SP - MUNICIPAL - PRTB PARAGUACU PAULISTA / SP,PARTIDO TRABALHISTA,0
DROGARIA DO TRABALHADOR DO SALGADO LTDA - FARMACIA DO TRABALHADOR DO SALGADO,PARTIDO TRABALHISTA,1
BANCO BRADESCO S.A. - BRADESCO AG JARDIM BONFIGLIOLI,BRADESCO JARDIM,0
BANCO BRADESCO S.A. - BRADESCO AG JARDIM,BRADESCO JARDIM,1
"BANCO BRADESCO S.A. - BRADESCO PAA BOM JESUS DA SERRA, BA",BRADESCO BOM JESUS,0
BANCO BRADESCO S.A. - BRADESCO AG. BOM JESUS,BRADESCO BOM JESUS,1
BANCO BRADESCO S.A. - BRADESCO AG LARGO DO TANQUE,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. CAGECE,BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS CUIABA - URB. CUIABA, MT",BRADESCO CUIABA,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME CUIABA,BRADESCO CUIABA,1
"BANCO BRADESCO S.A. - BRADESCO PA SANTA CECILIA, SC",BRADESCO SECILIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SECILIA,1
"BANCO BRADESCO S.A. - BRADESCO PA - PARANACITY, PR",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA JOAQUIM TAVORA,HAPVIDA MEDICA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPVIDA MEDICA,1
BANCO BRADESCO S.A. - BRADESCO AG PINHEIRINHO EST UNIF,BRADESCO AG P,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG P,1
"BANCO BRADESCO S.A. - BRADESCO PA CARMO DA CACHOEIRA, MG",BRADESCO CAXO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CAXO,1
"BANCO BRADESCO S.A. - BRADESCO PA SUPERMERCADO AMIGAO - URB. ASSIS, SP",BRADESCO AMIGAO URB,0
"BANCO BRADESCO S.A. - BRADESCO PA SAUDE - URB. SAO PAULO, SP",BRADESCO AMIGAO URB,1
"BANCO BRADESCO S.A. - BRADESCO PA - AVENIDA CENTRAL - URB. NITEROI, RJ",BRADESCO ABENIDA SENTRAL,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME AVENIDA DAS AMERICAS,BRADESCO ABENIDA SENTRAL,1
"BANCO BRADESCO S.A. - BRADESCO PA AVENIDA JOAO BELO - URB. RIO VERDE, GO",BRADESCO GO,0
"BANCO BRADESCO S.A. - BRADESCO PA - IACIARA, GO",BRADESCO GO,1
BANCO BRADESCO S.A. - BRADESCO AG. BORBOREMA EST UNIF,BRADESCO BORBOREMA,0
BANCO BRADESCO S.A. - BRADESCO AG BORBOREMA,BRADESCO BORBOREMA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - NOVA HAPCLINICA PITUBA II,HAPCLINICA PITUBA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPCLINICA PITUBA I,HAPCLINICA PITUBA,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO NEPOMUCENO, MG",BRADESCO SÃO JOÃO,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO, PE",BRADESCO SÃO JOÃO,1
"BANCO BRADESCO S.A. - BRADESCO PA CORONEL FREITAS, SC",BRADESCO PA CORON,0
"BANCO BRADESCO S.A. - BRADESCO PA PERITORO, MA",BRADESCO PA CORON,1
BANCO BRADESCO S.A. - PA - BRASILWAGEN,BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
"BANCO BRADESCO S.A. - BRADESCO PA. - REDUC - URB. DUQUE DE CAXIAS, RJ",BRADESCO DUQUE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO DUQUE,1
"BANCO BRADESCO S.A. - BRADESCO PA TAIPU, RN",BRADESCO PA TAI,0
BANCO BRADESCO S.A. - BRADESCO AG TAIOBEIRAS,BRADESCO PA TAI,1
BANCO BRADESCO S.A. - BRADESCO AG IBIA EST UNIF,BRADESCO IBIA,0
"BANCO BRADESCO S.A. - BRADESCO PA IBIRATAIA, BA",BRADESCO IBIA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - DIAGNOSTICO CAJURU,HAP BIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAP BIDA,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS INDAIATUBA - URB. INDAIATUBA, SP",BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - HOSPITAL ANTONIO PRUDENTE,HOSPITAL HAPVIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HOSPITAL GERAL DA PARAIBA,HOSPITAL HAPVIDA,1
"BANCO BRADESCO S.A. - SHI SUL - URB. BRASILIA, DF",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA CASINHAS, PE",BRADESCO PE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PE,1
"BANCO BRADESCO S.A. - BRADESCO DIGITAL PJ CIDADE DE DEUS - URB. OSASCO, SP",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG NEXT,BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
"BANCO BRADESCO S.A. - AG. CORPORATE JUNDIAI, SP",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO PA - POLIS DE TECNOLOGIA URB. CAMPINAS - SP,BRADESCO CANPINAS,0
BANCO BRADESCO S.A. - BRADESCO PCM BTC CAMPINAS,BRADESCO CANPINAS,1
HAPVIDA ASSISTENCIA MEDICA S.A. - P.A ORLANDIA,HAPBIDA ASISTENSIA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPBIDA ASISTENSIA,1
"BANCO BRADESCO S.A. - BRADESCO PAA SAO JOSE DE ESPINHARAS, PB",BRADESCO PB,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PB,1
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA ITUIUTABA,HAPBIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPBIDA,1
"BANCO BRADESCO S.A. - BRADESCO PA CARIUS, CE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA TRAIRAO, PA",BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
"BANCO BRADESCO S.A. - BRADESCO PAA TAQUARUSSU, MS",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
BANCO BRADESCO S.A. - AGENCIA NEXT IV,BANCO BRADESCO IB,0
"BANCO BRADESCO S.A. - BRADESCO PA BELEM, AL",BANCO BRADESCO IB,1
"BANCO BRADESCO S.A. - BRADESCO PAA GUIMARAES, MA",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
"BANCO BRADESCO S.A. - BRADESCO PA CONCEICAO DA BARRA, ES",BRADESCO ES,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO ES,1
BANCO BRADESCO S.A. - UAD PRIVATE BANKING SANTA CATARINA,BRADESCO PRIVATE BANKING,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PRIVATE BANKING,1
"BANCO BRADESCO S.A. - BRADESCO PAA SAO JOAO DAS MISSOES, MG",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA DEMERVAL LOBAO, PI",BRADESCO PI,0
"BANCO BRADESCO S.A. - BRADESCO PA ASSUNCAO DO PIAUI, PI",BRADESCO PI,1
BANCO BRADESCO S.A. - BRADESCO AG CASA VERDE EST UNIF,BRADESCO AG C B,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG C B,1
"BANCO BRADESCO S.A. - BRADESCO AG. BARAO DE ITAPETININGA - URB. SAO PAULO, SP",BRADESCO SAO PAULO,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO SAO PAULO,1
"BANCO BRADESCO S.A. - BRADESCO PA CARLOS BARBOSA, RS",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. LEME EST UNIF,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO FRANCISCO DO PARA, PA",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO PA SATIRO DIAS, BA",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA UNAMAR - CABO FRIO URB., RJ",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - AG. CORPORATE SAO LUIS, MA",BRADESCO S.L.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.L.,1
BANCO BRADESCO S.A. - BRADESCO AG. CAMPOS DO JORDAO EST UNIF,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA RIO MAR SHOPPING - URB. RECIFE, PE",BRADESCO RIO MAR,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO RIO MAR,1
HAPVIDA ASSISTENCIA MEDICA S.A. - CENTRAL DE ATENDIMENTO CHAPADAO DO SUL,HAPVIDA ATENDIMENTO,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAPVIDA ATENDIMENTO,1
"BANCO BRADESCO S.A. - BRADESCO PA VILA JACUI - URB. SAO PAULO, SP",BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
"BANCO BRADESCO S.A. - BRADESCO PA ALVORADA D' OESTE, RO",BCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA BOTUPORA, BA",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. ESTRADA DO MENDANHA EST UNIF,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA AVENIDA JOAO DIAS - URB. SAO PAULO, SP",BRADESCO AV JOAO,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO JOAO, PE",BRADESCO AV JOAO,1
"BANCO BRADESCO S.A. - BRADESCO PA POLONI, SP",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
HAPVIDA ASSISTENCIA MEDICA S.A. - NOVA CLINICA PECEM,PESEM CLINICA,0
CLINICA FONTES MEDICINA INTEGRADA LTDA - CLINICA FONTES,PESEM CLINICA,1
BANCO BRADESCO S.A. - BRADESCO AG. AMPARO EST UNIF,BRADESCO AG. UNIF,0
BANCO BRADESCO S.A. - BRADESCO AG ESTEIO EST UNIF,BRADESCO AG. UNIF,1
"BANCO BRADESCO S.A. - BRADESCO PA SANTIAGO, RS",BRADESCO RS,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO RS,1
BANCO BRADESCO S.A. - BRADESCO AG. SOBRADINHO EST UNIF,BRADESCO UNIF,0
BANCO BRADESCO S.A. - BRADESCO EST UNIF,BRADESCO UNIF,1
BANCO BRADESCO S.A. - BRADESCO AG. PIEDADE EST UNIF,BRADESCO AJENSIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AJENSIA,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME BLUMENAU,BRADESCO AG. PRIME,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME PIRACICABA,BRADESCO AG. PRIME,1
"BANCO BRADESCO S.A. - BRADESCO PA MOREILANDIA, PE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA GOIANORTE, TO",BRADESCO PAA GOINORTE,0
"BANCO BRADESCO S.A. - BRADESCO AG. GOIANINHA, RN",BRADESCO PAA GOINORTE,1
BANCO BRADESCO S.A. - BRADESCO AG. BURITIS,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
VALDUGA PECAS E ACESSORIOS LTDA - VALDUGA PECAS E ACESSORIOS,BALDUGA PCS,0
"BANCO BRADESCO S.A. - BRADESCO PAA BALDIM, MG",BALDUGA PCS,1
BANCO BRADESCO S.A. - BRADESCO AG VILA PRUDENTE EST UNIF,BRADESCO AG VILA,0
BANCO BRADESCO S.A. - BRADESCO AG VILA DIVA,BRADESCO AG VILA,1
BANCO BRADESCO S.A. - BRADESCO AG CACAPAVA DO SUL,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA VILA SAO JOSE, SP",BRADESCO PA VILA,0
BANCO BRADESCO S.A. - BRADESCO AG VILA DIVA,BRADESCO PA VILA,1
"BANCO BRADESCO S.A. - BRADESCO PAA APUAREMA, BA",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA DIVINOLANDIA, SP",BRADESCO SP,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SP,1
"BANCO BRADESCO S.A. - BRADESCO PA RIO DE JANEIRO (COMUNIDADE DO TURANO), RJ",BRADESCO PA RIO,0
"BANCO BRADESCO S.A. - BRADESCO PA RORAINOPOLIS, RR",BRADESCO PA RIO,1
"BANCO BRADESCO S.A. - BRADESCO PAA PORTO ACRE, AC",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA CONDADO, PB",BRADESCO COND,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO COND,1
"BANCO BRADESCO S.A. - BRADESCO PAA HELIOPOLIS, BA",BRADESCO PAA H BA,0
"BANCO BRADESCO S.A. - BRADESCO PAA APUAREMA, BA",BRADESCO PAA H BA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - ADMINISTRATIVO JABOTICABAL,HAP BIDA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - HAPVIDA,HAP BIDA,1
"BANCO BRADESCO S.A. - BRADESCO PA - MAGUARI - ANANINDEUA, PA",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - AG. EMPRESAS SAO BERNARDO DO CAMPO II - URB. SBC, SP",BRADESCO SAO BERNARDO,0
BANCO BRADESCO S.A. - BRADESCO AG SAO BERNARDO DO CAMPO EST UNIF,BRADESCO SAO BERNARDO,1
"BANCO BRADESCO S.A. - BRADESCO PA, IMBE, RS",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA URBANO VALENTINA, PB",BRADESCO PA URBANO BALENTINA,0
BANCO BRADESCO S.A. - BRADESCO PA NORDESTINA BA,BRADESCO PA URBANO BALENTINA,1
"BANCO BRADESCO S.A. - BRADESCO PA JARDIM DA PENHA - URB. VITORIA, ES",BRADESCO URB,0
"BANCO BRADESCO S.A. - BRADESCO PA SAUDE - URB. SAO PAULO, SP",BRADESCO URB,1
"BANCO BRADESCO S.A. - BRADESCO PA, RIO POTY SHOPPING - URB. TERESINA, PI",BRADESCO TERESINA,0
BANCO BRADESCO S.A. - BRADESCO AG SANTA TEREZINHA,BRADESCO TERESINA,1
"BANCO BRADESCO S.A. - BRADESCO PA MIRANGABA, BA",BRADESCO S.A.,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO S.A.,1
"BANCO BRADESCO S.A. - BRADESCO PAA DUAS ESTRADAS, PB",BANC BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANC BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA NOVO SANTO ANTONIO, MT",BRADESCO NOBO SANTO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO NOBO SANTO,1
"BANCO BRADESCO S.A. - BRADESCO AG. CATOLE DO ROCHA, PB",BRADESCO PB,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PB,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS GOIANIA 3 - URB. GOIANIA, GO",BRADESCO AJENSIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AJENSIA,1
ASSOCIACAO PAULISTA DE MEDICINA SECAO REG DE INDAIATUBA - APM INDAIATUBA,ASOSIACÃO PAULISTA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - CLINICA SIMOES FILHO,ASOSIACÃO PAULISTA,1
"BANCO BRADESCO S.A. - BRADESCO PA JUCAS, CE",BRADESCO SE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO SE,1
"BANCO BRADESCO S.A. - BRADESCO AG. NAVEGANTES, SC",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA ARATUBA, CE",BRADESCO CE,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO CE,1
"BANCO BRADESCO S.A. - BRADESCO PAA BELTERRA, PA",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. FARIA LIMA EST UNIF,BRADESCO AGENCIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AGENCIA,1
"BANCO BRADESCO S.A. - BRADESCO PA JARDIM SAO JORGE - URB. SAO PAULO,SP",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA ELDORADO, SP",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA - SERINGUEIRAS, RO",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO AG. URUCUI, PI",BRADESCO PI,0
"BANCO BRADESCO S.A. - BRADESCO PA ASSUNCAO DO PIAUI, PI",BRADESCO PI,1
MITRA DIOCESANA DE CAMPO LIMPO - PAROQUIA SAO PAULO APOSTOLO,PAROQUIA SAO PAULO,0
MITRA ARQUIDIOCESANA DE SAO PAULO - CURIA METROPOLITANA DE SAO PAULO,PAROQUIA SAO PAULO,1
"BANCO BRADESCO S.A. - BRADESCO PAA JAGUARIPE, BA",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
BANCO BRADESCO S.A. - BRADESCO AG. AVENIDA SAO JOAO,BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA PALMEIRANTE, TO",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
BANCO BRADESCO S.A. - BRADESCO AG FLAMENGO,BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA TRES BARRAS, SC",BRADESCO TRES BARRAS,0
"BANCO BRADESCO S.A. - BRADESCO AG. TRES BARRAS DO PARANA, PR",BRADESCO TRES BARRAS,1
INSTITUTO REGINALDO LESSA - INSTITUTO REGINALDO LESSA,INSTITUTO REJINALDO,0
"INSTITUTO DE ESTUDOS, PESQUISAS E CONSULTORIA DAS CIDADES-INSTITUTO EQUICIDADES - INSTITUTO EQUICIDADES",INSTITUTO REJINALDO,1
"BANCO BRADESCO S.A. - BRADESCO PA ITAMARANDIBA, MG",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO AG. MACAUBAS, BA",BRADESCO AG. MAC,0
BANCO BRADESCO S.A. - BRADESCO PA - MACUCO - RJ,BRADESCO AG. MAC,1
BANCO BRADESCO S.A. - BRADESCO AG. CURITIBANOS EST UNIF,BRADESCO AG. CURITIBANOS,0
BANCO BRADESCO S.A. - BRADESCO AG JOAO PAULO,BRADESCO AG. CURITIBANOS,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME SAO LUIS,BRADESCO AG,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AG,1
BANCO BRADESCO S.A. - BRADESCO AG. PONTES E LACERDA EST UNIF,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG PARAGUACU,BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA SALOA, PE",BRADESCO PA,0
"BANCO BRADESCO S.A. - BRADESCO PA SAO PAULO, SP",BRADESCO PA,1
"BANCO BRADESCO S.A. - BRADESCO PAA SAO SEBASTIAO DO OESTE, MG",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
"BANCO BRADESCO S.A. - BRADESCO PAA AVELINO LOPES, PI",BRADESCO PAA ABE,0
"BANCO BRADESCO S.A. - BRADESCO PAA ATALAIA, PR",BRADESCO PAA ABE,1
HAPVIDA ASSISTENCIA MEDICA S.A. - TEA CAMPINA GRANDE,HAP VIDA CAMPINA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - PRONTO ATENDIMENTO E HAPCLINICA CAMPINENSE,HAP VIDA CAMPINA,1
MITRA DIOCESANA DE CAMPO LIMPO - PAROQUIA SAO PEDRO APOSTOLO,PAROKIA SAO,0
MITRA DIOCESANA DE CAMPO LIMPO - P SAO SEBASTIAO,PAROKIA SAO,1
"BANCO BRADESCO S.A. - BRADESCO PAA CALCADO, PE",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
"BANCO BRADESCO S.A. - AG. CORPORATE ALPHAVILLE, SP",BRADESCO AJENSIA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO AJENSIA,1
"BANCO BRADESCO S.A. - BRADESCO PA SAO SEBASTIAO DE LAGOA DE ROCA, PB",BRADESCO LAGOA,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME BORGES LAGOA,BRADESCO LAGOA,1
HAPVIDA ASSISTENCIA MEDICA S.A. - POSTO DE COLETA LIMEIRA,POSTO DE COLETA,0
HAPVIDA ASSISTENCIA MEDICA S.A. - POSTO DE COLETA DIAS DAVILA,POSTO DE COLETA,1
"BANCO BRADESCO S.A. - BRADESCO PA, MORTUGABA, BA",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
BANCO BRADESCO S.A. - BRADESCO PA MOZARLANDIA GO,BRADESCO MOZA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO MOZA,1
"BANCO BRADESCO S.A. - AGENCIA EMPRESAS CHAPECO - URB. CHAPECO, SC",BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO,1
BANCO BRADESCO S.A. - AG TERRA BOA,TERRA BOA BRADESCO,0
"BANCO BRADESCO S.A. - BRADESCO PA TERRA ROXA, SP",TERRA BOA BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA JOSELANDIA, MA",BREDESCO,0
"BANCO BRADESCO S.A. - BRADESCO PAA ROCHEDO, MS",BREDESCO,1
BANCO BRADESCO S.A. - BRADESCO AG. PRIME BORGES LAGOA,BRADESCO PRIME BORGES,0
BANCO BRADESCO S.A. - BRADESCO AG. PRIME AVENIDA DAS AMERICAS,BRADESCO PRIME BORGES,1
"BANCO BRADESCO S.A. - BRADESCO PA - PLANALTO, BA",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PA IBARETAMA, CE",BANCO BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANCO BRADESCO,1
"BANCO BRADESCO S.A. - BRADESCO PAA GODOFREDO VIANA, MA",BRADESCO PAA,0
BANCO BRADESCO S.A. - BRADESCO,BRADESCO PAA,1
"BANCO BRADESCO S.A. - BRADESCO PA BAIA FORMOSA, RN",BANC BRADESCO,0
BANCO BRADESCO S.A. - BRADESCO,BANC BRADESCO,1
